Movie Name,Language,Running Time,Year of Release,Maturity Rating,type,platform,tconst,genres,IMDb Rating_y
Jeevan Mrityu,Hindi,158,1970,NR,Movie,Amazon Prime,tt0156641,"Drama,Romance,Thriller",7.1
Buro Sadhu,Bengali,92,2019,13+,Movie,Amazon Prime,tt10636632,Drama,7.1
Manchukurisevelalo,Telugu,128,2018,All,Movie,Amazon Prime,tt9230856,"Drama,Romance",6.7
Bad Ass,English,90,2012,13+,Movie,Amazon Prime,tt1928330,"Action,Comedy,Crime",5.5
Missing,Hindi,120,2018,13+,Movie,Amazon Prime,tt13985864,"Drama,Short",8.9
The Vast of Night,English,90,2020,13+,Movie,Amazon Prime,tt12367870,Talk-Show,6.5
Kantheredu Nodu,Kannada,135,1961,NR,Movie,Amazon Prime,tt1408018,\N,8.3
Broken City,English,109,2013,18+,Movie,Amazon Prime,tt1235522,"Action,Crime,Drama",6.2
Senjittale En Kadhala,Tamil,100,2017,All,Movie,Amazon Prime,tt6984772,"Drama,Romance",7.4
Sagara Sangamam,Telugu,169,1983,All,Movie,Amazon Prime,tt0086231,"Drama,Music,Romance",8.8
Mr. & Mrs. Smith,English,119,2005,16+,Movie,Amazon Prime,tt0356910,"Action,Comedy,Crime",6.5
Fanney Khan,Hindi,129,2018,13+,Movie,Amazon Prime,tt6384386,"Comedy,Drama,Music",4.5
Junior Senior,Tamil,137,2002,All,Movie,Amazon Prime,tt2998140,Drama,3.8
Ankahee,Hindi,151,2006,All,Movie,Amazon Prime,tt0495022,"Biography,Drama,Romance",4.1
Rowdy Fellow,Telugu,137,2014,13+,Movie,Amazon Prime,tt4087914,"Action,Romance",6.6
Parasakthi,Tamil,170,1952,All,Movie,Amazon Prime,tt0215033,Drama,7.3
Duniya,Hindi,169,1984,All,Movie,Amazon Prime,tt0301231,"Action,Drama",6.9
April 1 Vidudala,Telugu,144,1991,NR,Movie,Amazon Prime,tt0251588,"Comedy,Romance,Thriller",7.7
Police Police,Tamil,119,2010,NR,Movie,Amazon Prime,tt2433078,Action,5.1
Do Knot Disturb,Hindi,125,2009,13+,Movie,Amazon Prime,tt1343362,"Comedy,Drama",3.7
Apne,Hindi,166,2007,All,Movie,Amazon Prime,tt0814014,"Drama,Sport",6.0
The Last Airbender,Telugu,103,2010,All,Movie,Amazon Prime,tt0938283,"Action,Adventure,Family",4.0
Villain,Bengali,132,2018,All,Movie,Amazon Prime,tt9760934,Action,5.1
Chandralekha,Malayalam,172,1997,NR,Movie,Amazon Prime,tt0289893,"Comedy,Romance",7.5
Rajwade and Sons,Marathi,124,2015,13+,Movie,Amazon Prime,tt5125576,Drama,7.0
Pyaar Impossible,Hindi,140,2010,All,Movie,Amazon Prime,tt1351224,"Comedy,Romance",4.6
Khanna & Iyer,Hindi,102,2007,13+,Movie,Amazon Prime,tt0982888,Comedy,5.2
A Year in Burgundy,English,88,2013,13+,Movie,Amazon Prime,tt2177180,"Documentary,Drama,Family",6.9
All Is Lost,English,101,2013,16+,Movie,Amazon Prime,tt2017038,"Action,Adventure,Drama",6.9
Shareek,Punjabi,133,2015,NR,Movie,Amazon Prime,tt4930000,"Drama,Family",7.3
Desi Boyz,Hindi,121,2011,NR,Movie,Amazon Prime,tt1985981,"Comedy,Drama",5.7
Banjo,Hindi,135,2016,NR,Movie,Amazon Prime,tt5755606,"Action,Drama,Music",4.9
Hijack,Hindi,117,2008,NR,Movie,Amazon Prime,tt1132589,"Action,Thriller",3.8
Kismat,Hindi,149,1995,13+,Movie,Amazon Prime,tt0316112,"Action,Drama,Family",5.1
American Ultra,English,95,2015,18+,Movie,Amazon Prime,tt3316948,"Action,Comedy",6.1
Ettupatti Rasa,Tamil,143,1997,All,Movie,Amazon Prime,tt8948586,Drama,6.0
Yoddha,Malayalam,142,1992,All,Movie,Amazon Prime,tt0290937,"Action,Comedy",8.4
Maya,Bengali,26,2018,13+,Movie,Amazon Prime,tt6297258,Drama,6.1
Srivalli,Telugu,107,2017,13+,Movie,Amazon Prime,tt6553406,Sci-Fi,4.5
The Adventures of Tintin,English,106,2011,7+,Movie,Amazon Prime,tt0983193,"Action,Adventure,Animation",7.3
Let Her Cry,English,94,2015,NR,Movie,Amazon Prime,tt6271820,Drama,6.1
Dharma,Tamil,150,1998,18+,Movie,Amazon Prime,tt0276065,\N,5.4
Aparichithan,Malayalam,123,2004,13+,Movie,Amazon Prime,tt0396456,"Adventure,Horror,Mystery",5.0
DNA,Marathi,126,2019,All,Movie,Amazon Prime,tt10822320,Action,4.3
Anaganaga Oka Roju,Telugu,124,1997,All,Movie,Amazon Prime,tt0247924,"Action,Comedy,Drama",7.0
Alien Convergence,English,87,2017,13+,Movie,Amazon Prime,tt6874406,"Action,Adventure,Horror",2.2
Drive,English,99,2011,18+,Movie,Amazon Prime,tt0780504,"Crime,Drama",7.8
Ek Cup Chya,Marathi,119,2009,All,Movie,Amazon Prime,tt3368378,Drama,7.3
Oraalppokkam,English,112,2014,NR,Movie,Amazon Prime,tt3737442,"Drama,Fantasy,Mystery",7.0
Raasta,Bengali,166,2003,All,Movie,Amazon Prime,tt0385977,"Action,Drama",6.2
Kobbari Bondam,Telugu,141,1991,All,Movie,Amazon Prime,tt0271597,Comedy,6.4
Kal Ho Naa Ho,Hindi,187,2003,All,Movie,Amazon Prime,tt0347304,"Comedy,Drama,Musical",7.9
Kuch Kuch Locha Hai,Hindi,144,2015,NR,Movie,Amazon Prime,tt4272420,"Comedy,Drama",2.5
Gippi,Hindi,93,2013,13+,Movie,Amazon Prime,tt2814372,"Comedy,Drama",5.6
Mangal Deep,Bengali,146,1989,NR,Movie,Amazon Prime,tt7371694,Drama,8.0
Vivah,Hindi,166,2006,All,Movie,Amazon Prime,tt0494290,"Drama,Musical,Romance",6.6
Daivathinte Makan,Malayalam,141,2000,NR,Movie,Amazon Prime,tt0281763,"Comedy,Musical",4.3
The End,Hindi,10,2015,All,Movie,Amazon Prime,tt10903494,"Action,Adventure,Animation",9.0
American Pie Presents: The Book of Love,English,97,2009,18+,Movie,Amazon Prime,tt1407050,Comedy,4.8
Indra,Kannada,147,2008,13+,Movie,Amazon Prime,tt12189502,Action,5.4
Dilwale Dulhania Le Jayenge,Hindi,189,1995,All,Movie,Amazon Prime,tt0112870,"Drama,Romance",8.1
Diljale,Hindi,158,1996,18+,Movie,Amazon Prime,tt0286593,"Action,Drama,Romance",5.8
Khel Mandala,Marathi,128,2011,All,Movie,Amazon Prime,tt1863292,Drama,8.2
Layla Fourie,English,106,2013,NR,Movie,Amazon Prime,tt2296835,Thriller,5.7
Tapasya,Hindi,133,1976,All,Movie,Amazon Prime,tt0165972,"Drama,Family",7.2
Final Destination 3,English,92,2006,18+,Movie,Amazon Prime,tt0414982,"Horror,Thriller",5.8
Vettam,Malayalam,163,2004,All,Movie,Amazon Prime,tt0400585,"Comedy,Romance",6.9
The Chronicles of Riddick,English,119,2004,16+,Movie,Amazon Prime,tt0296572,"Action,Adventure,Sci-Fi",6.7
Holly Slept Over,Telugu,87,2020,16+,Movie,Amazon Prime,tt7453044,Comedy,5.5
Intruders,English,90,2016,18+,Movie,Amazon Prime,tt5502842,"Drama,Fantasy",8.3
Humko Tumse Pyaar Hai,Hindi,126,2006,All,Movie,Amazon Prime,tt0314186,"Drama,Romance",4.8
1921,Hindi,141,2018,18+,Movie,Amazon Prime,tt6958030,"Horror,Mystery,Romance",4.5
A Christmas Carol,English,69,1997,7+,Movie,Amazon Prime,tt0112668,"Adventure,Animation,Drama",5.9
Disco Dancer,Hindi,134,1982,All,Movie,Amazon Prime,tt0208903,"Drama,Musical,Romance",6.5
Land of the Lost,English,101,2009,13+,Movie,Amazon Prime,tt0457400,"Action,Adventure,Comedy",5.3
Potugadu,Telugu,114,2013,18+,Movie,Amazon Prime,tt3187080,"Comedy,Drama",5.0
Mister John,English,95,2013,18+,Movie,Amazon Prime,tt2488740,Drama,5.6
White,Malayalam,147,2017,NR,Movie,Amazon Prime,tt7257094,"Comedy,Short",7.9
Babu Baga Busy,Telugu,121,2017,18+,Movie,Amazon Prime,tt6704014,Comedy,5.2
IT Chapter Two,Tamil,169,2019,18+,Movie,Amazon Prime,tt10939946,"Comedy,Talk-Show",7.7
Jack the Giant Slayer,English,114,2013,13+,Movie,Amazon Prime,tt1351685,"Adventure,Comedy,Family",6.2
Raja Rani Raji,Bengali,140,2018,13+,Movie,Amazon Prime,tt14773324,Drama,5.2
Takatak,Marathi,143,2019,18+,Movie,Amazon Prime,tt10340618,Comedy,6.1
Bhayam,Telugu,83,2007,NR,Movie,Amazon Prime,tt4848430,Horror,2.1
Go Goa Gone,Hindi,102,2013,NR,Movie,Amazon Prime,tt2436516,"Action,Adventure,Comedy",6.7
The Idiot,Hindi,4,2017,All,Movie,Amazon Prime,tt7252972,"Comedy,Drama,Short",7.7
Raja Nanna Raja,Kannada,133,1976,NR,Movie,Amazon Prime,tt1369559,\N,8.5
Samaantar,Marathi,98,2009,All,Movie,Amazon Prime,tt1560171,Drama,7.2
Ormakalundayirikkanam,Malayalam,86,1995,NR,Movie,Amazon Prime,tt0271692,Drama,7.0
Game: He Plays to Win,Bengali,160,2014,13+,Movie,Amazon Prime,tt4418120,"Action,Crime,Thriller",6.4
The Kitchen,English,102,2019,18+,Movie,Amazon Prime,tt10756082,Talk-Show,6.1
Leeches,Hindi,27,2016,18+,Movie,Amazon Prime,tt5127686,"Drama,Short",7.1
Ghuma,Marathi,94,2017,All,Movie,Amazon Prime,tt14527896,Family,7.5
Addams Family Values,English,94,1993,7+,Movie,Amazon Prime,tt0106220,"Comedy,Fantasy",6.8
Rampage,Hindi,107,2018,13+,Movie,Amazon Prime,tt2231461,"Action,Adventure,Sci-Fi",6.1
Mitron,Hindi,116,2018,13+,Movie,Amazon Prime,tt8852558,Comedy,7.0
Open Water 2: Adrift,English,94,2006,18+,Movie,Amazon Prime,tt0470055,"Adventure,Drama,Horror",5.2
Torchlight,Tamil,117,2018,18+,Movie,Amazon Prime,tt11898764,Drama,5.4
October,Hindi,115,2018,All,Movie,Amazon Prime,tt7700730,"Drama,Romance",7.5
Bom,Hindi,116,2011,NR,Movie,Amazon Prime,tt1951087,"Documentary,History",8.2
Payyans,Malayalam,131,2011,All,Movie,Amazon Prime,tt2265493,Drama,3.9
Paddayi,English,99,2018,NR,Movie,Amazon Prime,tt7838260,"Crime,Drama,Family",7.4
Shola Aur Shabnam,Hindi,165,1992,All,Movie,Amazon Prime,tt0105394,"Action,Comedy,Drama",6.5
Bhairava Dweepam,Telugu,155,1994,All,Movie,Amazon Prime,tt0264415,"Action,Adventure,Comedy",7.8
Unni Ikki,Punjabi,122,2019,13+,Movie,Amazon Prime,tt11069570,Comedy,6.6
Gangster,Bengali,139,2017,13+,Movie,Amazon Prime,tt7470692,"Comedy,Romance",8.1
Disco Singh,Punjabi,141,2014,All,Movie,Amazon Prime,tt3684370,Comedy,5.8
Abodh,Hindi,132,1984,All,Movie,Amazon Prime,tt0090581,Drama,5.8
72 Hours: Martyr Who Never Died,Hindi,130,2019,13+,Movie,Amazon Prime,tt9390222,"Action,Biography,Drama",5.4
Arangetram,Tamil,152,1973,NR,Movie,Amazon Prime,tt0154162,Drama,7.2
Kissi Se Na Kehna,Hindi,134,1983,All,Movie,Amazon Prime,tt0244590,"Comedy,Romance",7.3
Daari Tappida Maga,Kannada,137,1975,NR,Movie,Amazon Prime,tt1414477,"Crime,Drama",7.6
Mumbai Pune Mumbai 2,Marathi,149,2015,All,Movie,Amazon Prime,tt5190944,Romance,6.8
Mee Tulas Tujhya Angani,Marathi,136,2005,All,Movie,Amazon Prime,tt7247310,Drama,8.6
Action Replayy,Hindi,125,2010,All,Movie,Amazon Prime,tt1396208,"Comedy,Romance,Sci-Fi",4.3
Mastana,Hindi,151,1970,NR,Movie,Amazon Prime,tt0317902,"Comedy,Drama,Family",6.9
Jaane Bhi Do Yaaro,Hindi,131,1983,All,Movie,Amazon Prime,tt0085743,"Comedy,Crime,Drama",8.4
Ego,Telugu,143,2018,13+,Movie,Amazon Prime,tt7076016,"Short,Thriller",8.0
Singham,Hindi,135,2011,13+,Movie,Amazon Prime,tt1948150,"Action,Crime,Drama",6.8
Nalanum Nandhiniyum,Tamil,131,2014,All,Movie,Amazon Prime,tt3426282,Romance,4.9
Mrs. Scooter,Hindi,95,2015,13+,Movie,Amazon Prime,tt4453214,"Drama,Romance",6.6
Planet Hulk,English,81,2010,13+,Movie,Amazon Prime,tt1483025,"Action,Adventure,Animation",6.8
Batwara,Hindi,174,1989,All,Movie,Amazon Prime,tt0096896,"Action,Drama",6.3
Annanagar Mudhal Theru,Tamil,134,1988,NR,Movie,Amazon Prime,tt8914562,Drama,5.8
Second Marriage Dot Com,Hindi,130,2012,NR,Movie,Amazon Prime,tt2306721,Drama,7.6
Pagalpanti,Hindi,148,2019,13+,Movie,Amazon Prime,tt9495690,"Action,Comedy",3.2
Five Star,Tamil,134,2002,All,Movie,Amazon Prime,tt1860230,"Drama,Romance",6.0
Mindo Taseeldarni,Punjabi,121,2019,13+,Movie,Amazon Prime,tt9390202,Drama,6.2
Dakini,Malayalam,119,2018,All,Movie,Amazon Prime,tt8309496,"Comedy,Thriller",5.2
3 Deewarein,Hindi,105,2003,All,Movie,Amazon Prime,tt0338490,"Crime,Drama",7.8
Janam Kundli,Hindi,157,1995,NR,Movie,Amazon Prime,tt0113457,"Action,Drama",4.1
Widows,English,129,2018,18+,Movie,Amazon Prime,tt4218572,"Crime,Drama,Thriller",6.9
Streer Maryada,Bengali,153,2002,All,Movie,Amazon Prime,tt6950248,"Action,Drama,Romance",5.8
Veerappan,Hindi,117,2016,18+,Movie,Amazon Prime,tt5632164,"Action,Biography,Crime",5.3
Agar Tum Na Hote,Hindi,154,1983,All,Movie,Amazon Prime,tt0246413,"Drama,Family",6.4
Sanam Teri Kasam,Hindi,124,2009,13+,Movie,Amazon Prime,tt0205380,"Action,Drama,Romance",4.9
Kabita,Bengali,146,1977,NR,Movie,Amazon Prime,tt2444464,"Drama,Family",6.4
Dirty 30,English,87,2016,13+,Movie,Amazon Prime,tt5521550,Comedy,5.5
See No Evil,English,69,2020,13+,Movie,Amazon Prime,tt9256890,"Crime,Drama,Mystery",7.6
Band Baaja Baaraat,Hindi,139,2010,7+,Movie,Amazon Prime,tt1610452,"Comedy,Drama,Romance",7.2
Kasethan Kadavulada,Tamil,142,1972,All,Movie,Amazon Prime,tt0364456,Comedy,7.1
Kunukkitta Kozhi,Malayalam,130,1992,NR,Movie,Amazon Prime,tt0353646,Comedy,6.3
Jumbulingam,Malayalam,140,1982,NR,Movie,Amazon Prime,tt0317775,"Drama,History",6.5
Pravarakyudu,Telugu,154,2009,13+,Movie,Amazon Prime,tt1579669,Family,5.5
Anvatt,Marathi,110,2014,13+,Movie,Amazon Prime,tt4493612,Horror,6.3
The Car,Malayalam,133,1997,All,Movie,Amazon Prime,tt0355307,Comedy,5.8
The Report,English,119,2019,16+,Movie,Amazon Prime,tt8236336,"Biography,Crime,Drama",7.2
Kaatru Veliyidai,Tamil,138,2017,All,Movie,Amazon Prime,tt5902484,"Action,Drama,Romance",5.9
Baaz,Punjabi,141,2014,13+,Movie,Amazon Prime,tt4482970,Action,7.3
Rajakumaaran,Tamil,144,1994,NR,Movie,Amazon Prime,tt0318610,\N,5.3
Olavu Geluvu,Kannada,140,1977,NR,Movie,Amazon Prime,tt1354014,\N,8.4
The Line King: The Al Hirschfeld Story,English,86,1996,NR,Movie,Amazon Prime,tt0116886,"Biography,Documentary",7.1
Gulmohar,Marathi,109,2009,All,Movie,Amazon Prime,tt2610274,Drama,6.1
Dhwaja,Kannada,149,2018,13+,Movie,Amazon Prime,tt8396226,"Action,Drama,Thriller",6.4
Impact Earth,English,94,2015,13+,Movie,Amazon Prime,tt4160208,Action,3.7
Shankar Mudi,Bengali,110,2019,13+,Movie,Amazon Prime,tt10602172,Drama,7.5
Bank Chor,Hindi,120,2017,13+,Movie,Amazon Prime,tt3611266,"Action,Comedy,Crime",5.9
Dhamaal,Hindi,130,2007,All,Movie,Amazon Prime,tt0845448,"Action,Adventure,Comedy",7.4
Sallu Ki Shaadi,Hindi,108,2017,NR,Movie,Amazon Prime,tt7722484,Romance,3.6
Oka Chinna Maata,Telugu,143,1997,All,Movie,Amazon Prime,tt1579844,"Comedy,Drama,Romance",6.6
The Conjuring 2,Tamil,133,2016,18+,Movie,Amazon Prime,tt3065204,"Horror,Mystery,Thriller",7.3
All the Best: Fun Begins,Hindi,135,2009,13+,Movie,Amazon Prime,tt1433905,"Action,Comedy,Drama",6.2
Bandhan,Hindi,153,1998,13+,Movie,Amazon Prime,tt0273452,"Action,Drama,Romance",4.9
Mismatch,Telugu,135,2019,All,Movie,Amazon Prime,tt12039934,Drama,3.9
Monster's Ball,English,111,2001,18+,Movie,Amazon Prime,tt0285742,"Drama,Romance",7.0
Don't Panic: The Truth About Population,English,59,2013,18+,Movie,Amazon Prime,tt4597622,Documentary,7.4
Baban,Marathi,141,2018,NR,Movie,Amazon Prime,tt7568856,Action,7.6
Mujhe Kucch Kehna Hai,Hindi,135,2001,NR,Movie,Amazon Prime,tt0284328,"Drama,Romance",5.0
Mahaan,Hindi,181,1983,All,Movie,Amazon Prime,tt0085886,"Action,Comedy,Drama",6.1
Harry Potter and the Goblet of Fire,Hindi,157,2005,13+,Movie,Amazon Prime,tt0330373,"Adventure,Family,Fantasy",7.7
Thai Jashe!,Gujarati,142,2016,All,Movie,Amazon Prime,tt5545568,Drama,7.4
Seethamma Vakitlo Sirimalle Chettu,Telugu,158,2013,All,Movie,Amazon Prime,tt2198161,"Comedy,Drama",7.5
Gone Kesh,Hindi,103,2019,All,Movie,Amazon Prime,tt10017956,"Comedy,Drama",6.9
Mirror Game,Hindi,107,2017,13+,Movie,Amazon Prime,tt4300776,"Crime,Mystery,Thriller",6.2
Frailty,English,99,2002,18+,Movie,Amazon Prime,tt0512168,Documentary,5.5
Sukrutham,Malayalam,140,1994,NR,Movie,Amazon Prime,tt0246959,Drama,7.2
Parinamam,English,124,2003,NR,Movie,Amazon Prime,tt0451153,\N,6.8
Winter,Malayalam,110,2009,NR,Movie,Amazon Prime,tt1308174,"Crime,Drama,Thriller",4.7
The Tiger,Malayalam,156,2005,NR,Movie,Amazon Prime,tt0483184,"Action,Thriller",6.6
Snehamera Jeevitham,Telugu,122,2017,18+,Movie,Amazon Prime,tt7804904,Action,8.3
Love Express,Bengali,141,2016,All,Movie,Amazon Prime,tt6246362,Romance,5.2
Trivikraman,Telugu,106,2016,18+,Movie,Amazon Prime,tt10170038,"Comedy,Horror",5.7
Janleva 555,Hindi,136,2012,NR,Movie,Amazon Prime,tt2353824,"Musical,Romance,Thriller",4.4
One Way Ticket,Marathi,92,2016,13+,Movie,Amazon Prime,tt5321044,Mystery,5.0
Manaroopa,Kannada,132,2019,13+,Movie,Amazon Prime,tt10257110,"Adventure,Crime,Family",6.1
Rudraksh,Hindi,143,2004,13+,Movie,Amazon Prime,tt0366985,"Action,Fantasy,Sci-Fi",2.7
Unakkul Naan,Tamil,74,2016,All,Movie,Amazon Prime,tt5787222,Drama,6.2
Bezubaan Ishq,Hindi,127,2015,NR,Movie,Amazon Prime,tt4760750,"Musical,Romance",4.2
Shor Se Shuruaat,Hindi,122,2016,13+,Movie,Amazon Prime,tt6346954,Drama,6.7
Bumper Draw,Hindi,127,2015,13+,Movie,Amazon Prime,tt4995402,Comedy,5.0
Hostel Days,Marathi,146,2018,13+,Movie,Amazon Prime,tt7639236,"Drama,Musical",6.6
Bridesmaids,English,124,2011,18+,Movie,Amazon Prime,tt1478338,"Comedy,Romance",6.8
Time Please,Marathi,130,2013,13+,Movie,Amazon Prime,tt3021806,Romance,7.1
Family 420 Once Again,Punjabi,122,2019,13+,Movie,Amazon Prime,tt8733862,"Comedy,Drama",5.4
Memphis,English,78,2013,NR,Movie,Amazon Prime,tt3092606,Drama,5.3
Mr. Kabaadi,Hindi,93,2017,13+,Movie,Amazon Prime,tt8084696,Comedy,4.8
Maan Gaye Mughall-E-Azam,Hindi,137,2008,13+,Movie,Amazon Prime,tt1132595,"Comedy,Crime,Drama",3.2
Ardab Mutiyaran,Punjabi,139,2019,13+,Movie,Amazon Prime,tt11122316,Drama,7.3
Aavuj Reshe,Gujarati,144,2018,NR,Movie,Amazon Prime,tt14462970,Drama,7.4
Devta,Marathi,144,1983,All,Movie,Amazon Prime,tt6250240,Drama,8.1
Placebo,English,93,2014,NR,Movie,Amazon Prime,tt4029868,"Documentary,Drama,Fantasy",7.7
Dum Dum Dum,Tamil,152,2001,All,Movie,Amazon Prime,tt0386422,"Comedy,Romance",7.0
Puli,Telugu,114,1985,NR,Movie,Amazon Prime,tt0246175,"Action,Crime",6.3
Sonar Kella,Bengali,135,1974,All,Movie,Amazon Prime,tt0072190,"Adventure,Family,Mystery",8.4
Pitch Perfect,Hindi,112,2012,18+,Movie,Amazon Prime,tt1981677,"Comedy,Music,Romance",7.1
The Matrix Reloaded,Tamil,138,2003,18+,Movie,Amazon Prime,tt0234215,"Action,Sci-Fi",7.2
Kanchu Kagada,Telugu,139,1984,NR,Movie,Amazon Prime,tt0187197,\N,4.8
Iruvar,Tamil,158,1997,13+,Movie,Amazon Prime,tt0119385,"Biography,Drama",8.5
Deewana Mujh Sa Nahin,Hindi,125,1990,All,Movie,Amazon Prime,tt0101742,"Comedy,Drama,Romance",5.7
Angti Rohosso,Bengali,82,2018,13+,Movie,Amazon Prime,tt8581816,Thriller,1.9
Humpty Sharma Ki Dulhania,Hindi,131,2014,13+,Movie,Amazon Prime,tt3678938,"Comedy,Drama,Romance",6.0
Janani,Hindi,118,2006,13+,Movie,Amazon Prime,tt1039900,"Drama,Romance",4.6
Backstabbing for Beginners,English,103,2018,18+,Movie,Amazon Prime,tt5153288,"Drama,History,Romance",6.3
Vetagadu,Telugu,147,1979,All,Movie,Amazon Prime,tt0187581,"Action,Drama",6.8
Guddu,Hindi,149,1995,All,Movie,Amazon Prime,tt0172519,"Drama,Romance",4.2
Arbitrage,English,102,2012,18+,Movie,Amazon Prime,tt1764183,"Drama,Thriller",6.6
Student of the Year 2,Hindi,145,2019,13+,Movie,Amazon Prime,tt7255568,"Action,Comedy,Drama",2.2
Nobel Son,English,110,2007,16+,Movie,Amazon Prime,tt0483756,"Comedy,Crime,Drama",6.2
The Dark Knight Rises,English,164,2012,13+,Movie,Amazon Prime,tt1345836,"Action,Adventure",8.4
Sound Thoma,Malayalam,152,2013,All,Movie,Amazon Prime,tt2866778,"Comedy,Drama,Romance",4.4
A Scandall,Tamil,108,2016,18+,Movie,Amazon Prime,tt5780570,Thriller,3.1
Por Bazaar,Marathi,97,2014,13+,Movie,Amazon Prime,tt7142424,Drama,6.4
Bad Boys for Life,Hindi,123,2020,18+,Movie,Amazon Prime,tt12583284,"Comedy,Talk-Show",5.9
Bala Gau Kashi Angai,Marathi,140,1977,All,Movie,Amazon Prime,tt2645086,Drama,7.8
Reminiscences of a Journey to Lithuania,English,81,1972,NR,Movie,Amazon Prime,tt0069172,Documentary,7.7
Jindari,Punjabi,128,2018,13+,Movie,Amazon Prime,tt9460472,Drama,5.8
Chennai 2 Singapore,Tamil,122,2017,All,Movie,Amazon Prime,tt7055824,"Comedy,Romance",6.0
1st Rank Raju,Telugu,127,2019,13+,Movie,Amazon Prime,tt10540150,"Comedy,Drama,Romance",5.2
Gotro,Bengali,139,2019,13+,Movie,Amazon Prime,tt10541028,Drama,7.1
Pataakha,Hindi,131,2018,13+,Movie,Amazon Prime,tt8396128,"Action,Comedy,Drama",7.2
Drugstore Cowboy,English,101,1989,18+,Movie,Amazon Prime,tt0097240,"Crime,Drama",7.3
Mulzim,Hindi,156,1988,13+,Movie,Amazon Prime,tt0363832,Drama,4.8
Sohalla,Marathi,104,2019,13+,Movie,Amazon Prime,tt8528236,Drama,8.3
Harfan Maulaa,Hindi,138,1976,NR,Movie,Amazon Prime,tt1227152,"Action,Crime,Drama",5.5
Puthiya Mugham,Malayalam,134,2009,13+,Movie,Amazon Prime,tt1630255,"Action,Drama,Thriller",5.6
Under World,Malayalam,158,2019,13+,Movie,Amazon Prime,tt9274994,"Action,Crime,Thriller",5.6
Hota Hai Dil Pyaar Mein Paagal,Hindi,119,2006,NR,Movie,Amazon Prime,tt1169822,Romance,5.4
Supremacy,English,110,2014,18+,Movie,Amazon Prime,tt2245151,"Drama,Thriller",5.7
Jaane Kyun De Yaaron,Hindi,122,2018,13+,Movie,Amazon Prime,tt7720254,Drama,4.9
The Hunter,English,101,2011,18+,Movie,Amazon Prime,tt1703148,"Adventure,Drama,Thriller",6.7
Zakir Khan: Haq Se Single,Hindi,92,2017,18+,Movie,Amazon Prime,tt7020272,Comedy,8.6
Revelations,Tamil,117,2016,NR,Movie,Amazon Prime,tt5342496,Drama,8.8
The Pleasure of Being Robbed,English,68,2008,NR,Movie,Amazon Prime,tt1189259,Drama,6.1
Alinagarer Golokdhadha,Bengali,136,2018,All,Movie,Amazon Prime,tt8339458,Adventure,7.1
In Time,English,109,2011,18+,Movie,Amazon Prime,tt1637688,"Action,Sci-Fi,Thriller",6.7
Ajnabee,Hindi,149,2001,13+,Movie,Amazon Prime,tt0278291,"Action,Crime,Drama",6.4
Vacancy,Hindi,85,2007,18+,Movie,Amazon Prime,tt0452702,"Horror,Thriller",6.2
Bhalobasa Bhalobasa,Bengali,138,1985,NR,Movie,Amazon Prime,tt0237036,Romance,7.8
Honey Bee,Malayalam,130,2013,13+,Movie,Amazon Prime,tt3000284,"Comedy,Thriller",5.7
Gair Kaanooni,Hindi,152,1989,All,Movie,Amazon Prime,tt0187043,"Action,Comedy,Drama",5.2
Purani Jeans,Hindi,134,2014,NR,Movie,Amazon Prime,tt3681414,"Drama,Romance",6.3
Yamaleela,Telugu,132,1994,All,Movie,Amazon Prime,tt0268042,"Comedy,Drama,Fantasy",7.5
Purana Mandir,Hindi,128,1984,18+,Movie,Amazon Prime,tt0253514,"Comedy,Drama,Horror",6.4
Mean Girls,English,96,2004,18+,Movie,Amazon Prime,tt0377092,Comedy,7.0
Bhayanakam,Malayalam,121,2018,All,Movie,Amazon Prime,tt8396232,"Drama,Thriller",7.1
Julie,Hindi,144,1975,NR,Movie,Amazon Prime,tt0187192,"Drama,Family,Musical",6.1
Mujhe Insaaf Chahiye,Hindi,133,1983,NR,Movie,Amazon Prime,tt0260207,"Drama,Romance",6.5
Santan Jakhan Satru,Bengali,162,1999,All,Movie,Amazon Prime,tt6940972,"Action,Drama,Romance",6.2
Tamburo,Gujarati,108,2017,NR,Movie,Amazon Prime,tt7194616,Comedy,6.8
Shikshanachya Aaicha Gho,Marathi,107,2010,All,Movie,Amazon Prime,tt2321513,Comedy,6.9
Joy Ride,English,97,2001,13+,Movie,Amazon Prime,tt0206314,"Action,Mystery,Thriller",6.6
Magunira Shagada,English,86,2001,NR,Movie,Amazon Prime,tt1399046,Drama,7.8
Noah,English,137,2014,13+,Movie,Amazon Prime,tt1959490,"Action,Adventure,Drama",5.7
Golmaal Returns,Hindi,130,2008,All,Movie,Amazon Prime,tt1092005,"Comedy,Crime,Mystery",5.1
Howl,Telugu,92,2015,18+,Movie,Amazon Prime,tt2393827,"Action,Fantasy,Horror",5.4
Kaliyuga Kannan,Tamil,111,1974,NR,Movie,Amazon Prime,tt0234003,\N,8.2
Green is Gold,English,82,2016,18+,Movie,Amazon Prime,tt5143704,"Crime,Drama",6.0
Rocky Mental,Punjabi,129,2017,13+,Movie,Amazon Prime,tt7102426,"Action,Drama,Thriller",5.6
Kis Kisko Pyaar Karoon,Hindi,132,2015,13+,Movie,Amazon Prime,tt4302956,"Comedy,Romance",5.7
The Code,English,99,2009,18+,Movie,Amazon Prime,tt1112782,"Action,Crime,Thriller",6.0
